mtry,splitrule,min.node.size,Accuracy,Kappa,AccuracySD,KappaSD,n_tree,is_best,running_time
6,gini,5,0.895693320873019,0.773900315145762,0.00220788359587685,0.00484248464279788,50,1,3.08947086334229
6,gini,5,0.89561835289991,0.773611688402255,0.00216622096885447,0.00505824848417012,500,0,NA
6,gini,1,0.895568403632328,0.7732881874874,0.00240240475192591,0.004909910828626,50,0,NA
6,gini,1,0.89528111753567,0.772802829396993,0.00168716679861182,0.0040070737007312,500,0,NA
11,extratrees,5,0.895093758835311,0.771973715736008,0.0024785882003344,0.00553441372576768,50,0,NA
6,extratrees,5,0.894231937206778,0.770596920367389,0.00261146489057457,0.00548890243385115,50,0,NA
6,extratrees,1,0.894269454344638,0.770473746899386,0.00106646896591383,0.00257172449819735,500,0,NA
6,extratrees,5,0.893982151867333,0.770208926644252,0.00124218201638543,0.00286165947832497,500,0,NA
11,extratrees,5,0.894231962947792,0.77018006460722,0.00188780422454352,0.0044901049710245,500,0,NA
6,extratrees,1,0.893694899311996,0.769262036854296,0.00262620771288531,0.00520325325936546,50,0,NA
11,extratrees,1,0.893182756877886,0.767365078372449,0.00197897637351667,0.00441277201365463,50,0,NA
11,gini,5,0.892345899352729,0.765907069939531,0.00263557755777992,0.00570545787666287,50,0,NA
11,extratrees,1,0.892383391529606,0.765792205106922,0.00178665280983488,0.0041273091611154,500,0,NA
11,gini,5,0.892208522681242,0.765640063625792,0.00227886858975616,0.00537262386754613,500,0,NA
6,gini,1,0.89148410346521,0.764388137854001,0.00200530352106412,0.00443738756306052,5,0,NA
11,gini,1,0.891783844312482,0.76422687215864,0.0018492761980107,0.0039588114072783,50,0,NA
6,gini,5,0.891171884466404,0.763566728707689,0.00181088213734197,0.00421003516072211,5,0,NA
11,gini,1,0.890822077346942,0.762429234894292,0.00287282555013244,0.00664321383791187,500,0,NA
11,extratrees,5,0.890335002760295,0.761614722847538,0.00151064388742972,0.00345163076663505,5,0,NA
6,extratrees,5,0.890110225985978,0.761075908454087,0.00305213080448959,0.00727659488146366,5,0,NA
6,extratrees,1,0.889385769328471,0.759507184848433,0.00354583505778715,0.00844980531277719,5,0,NA
11,extratrees,1,0.888873640934914,0.758207991992044,0.00168796436466345,0.0038167482992308,5,0,NA
11,gini,5,0.888049299002767,0.756557332833662,0.00154889035438972,0.00361545701173511,5,0,NA
11,gini,1,0.8871374937853,0.754641784239052,0.00128726885837206,0.00306472853362072,5,0,NA
2,gini,5,0.882740869315228,0.743645293037463,0.0037866730105944,0.00832115671303392,50,0,NA
2,gini,1,0.882603438821621,0.74287293557992,0.00200084078945743,0.00512607911059653,50,0,NA
2,gini,5,0.882653443471384,0.742825835734489,0.00306956829325354,0.00794481753475427,500,0,NA
2,gini,1,0.881666733463298,0.740308842396881,0.00115202757364804,0.00292850052683785,500,0,NA
2,gini,1,0.871512043073796,0.716894043990966,0.00659340384158878,0.016452954123826,5,0,NA
2,gini,5,0.866915722157361,0.705530724835385,0.00808635503919919,0.0212438525094428,5,0,NA
2,extratrees,5,0.861594787017212,0.688963957789135,0.00216435782424428,0.00524365761143483,500,0,NA
2,extratrees,5,0.861382400250958,0.688466078064381,0.0064329029406758,0.0164817997885775,50,0,NA
2,extratrees,1,0.86123257116895,0.688046289068859,0.00245956449209099,0.0064844695088621,500,0,NA
2,extratrees,1,0.859196536526288,0.682884345917606,0.00736586614278855,0.0199315696554189,50,0,NA
2,extratrees,5,0.855774503506932,0.679149564615135,0.0144713059651729,0.038201157969061,5,0,NA
2,extratrees,1,0.84591905786516,0.650669015864241,0.0330303364497748,0.0921667443998412,5,0,NA
